Wavelength (nm), Global Tilt (W m-2 nm-1), Flux (W m-2)
396.50, 5.501700e-01, 1.759437e-01
397.00, 4.261900e-01, 1.364669e-01
397.50, 6.294500e-01, 2.018051e-01
398.00, 8.524900e-01, 2.736567e-01
398.50, 1.006900e+00, 3.236297e-01
399.00, 1.069300e+00, 3.441170e-01
399.50, 1.102100e+00, 3.551170e-01
400.00, 1.114100e+00, 3.594329e-01
401.00, 1.160300e+00, 3.752739e-01
402.00, 1.206100e+00, 3.910597e-01
403.00, 1.161300e+00, 3.774706e-01
404.00, 1.180100e+00, 3.845332e-01
405.00, 1.151100e+00, 3.760121e-01
406.00, 1.122700e+00, 3.676406e-01
407.00, 1.102600e+00, 3.619479e-01
408.00, 1.151400e+00, 3.788961e-01
409.00, 1.229900e+00, 4.057204e-01
410.00, 1.048500e+00, 3.467257e-01
411.00, 1.173800e+00, 3.891075e-01
412.00, 1.247800e+00, 4.146445e-01
413.00, 1.197100e+00, 3.987624e-01
414.00, 1.184200e+00, 3.954204e-01
415.00, 1.225800e+00, 4.102999e-01
416.00, 1.262400e+00, 4.235689e-01
417.00, 1.231200e+00, 4.140935e-01
418.00, 1.177700e+00, 3.970495e-01
419.00, 1.225800e+00, 4.142546e-01
420.00, 1.123200e+00, 3.804872e-01
421.00, 1.275700e+00, 4.331760e-01
422.00, 1.258300e+00, 4.282825e-01
423.00, 1.218400e+00, 4.156846e-01
424.00, 1.211700e+00, 4.143761e-01
425.00, 1.248800e+00, 4.280707e-01
426.00, 1.213500e+00, 4.169491e-01
427.00, 1.172400e+00, 4.037731e-01
428.00, 1.183900e+00, 4.086886e-01
429.00, 1.096300e+00, 3.793328e-01
430.00, 8.746200e-01, 3.033343e-01
431.00, 7.939400e-01, 2.759934e-01
432.00, 1.320700e+00, 4.601735e-01
433.00, 1.228800e+00, 4.291438e-01
434.00, 1.135200e+00, 3.973707e-01
435.00, 1.245200e+00, 4.368799e-01
436.00, 1.365900e+00, 4.803293e-01
437.00, 1.394300e+00, 4.914410e-01
438.00, 1.223800e+00, 4.323329e-01
439.00, 1.177500e+00, 4.169262e-01
440.00, 1.349900e+00, 4.790579e-01
441.00, 1.331300e+00, 4.735308e-01
442.00, 1.425000e+00, 5.080083e-01
443.00, 1.445300e+00, 5.164109e-01
444.00, 1.408400e+00, 5.043624e-01
445.00, 1.461900e+00, 5.247004e-01
446.00, 1.310800e+00, 4.715253e-01
447.00, 1.490300e+00, 5.372976e-01
448.00, 1.508100e+00, 5.449314e-01
449.00, 1.504500e+00, 5.448441e-01
450.00, 1.559500e+00, 5.660198e-01
451.00, 1.617300e+00, 5.883027e-01
452.00, 1.548200e+00, 5.644158e-01
453.00, 1.429700e+00, 5.223683e-01
454.00, 1.533500e+00, 5.615305e-01
455.00, 1.522400e+00, 5.586938e-01
456.00, 1.572400e+00, 5.783112e-01
457.00, 1.585400e+00, 5.843711e-01
458.00, 1.551400e+00, 5.730902e-01
459.00, 1.539100e+00, 5.697879e-01
460.00, 1.529100e+00, 5.673191e-01
461.00, 1.582700e+00, 5.884821e-01
462.00, 1.597500e+00, 5.952735e-01
463.00, 1.603100e+00, 5.986532e-01
464.00, 1.554400e+00, 5.817206e-01
465.00, 1.535000e+00, 5.756984e-01
466.00, 1.567300e+00, 5.890766e-01
467.00, 1.497300e+00, 5.639744e-01
468.00, 1.561900e+00, 5.895665e-01
469.00, 1.568200e+00, 5.932094e-01
470.00, 1.507700e+00, 5.715398e-01
471.00, 1.533100e+00, 5.824050e-01
472.00, 1.612600e+00, 6.139067e-01
473.00, 1.549900e+00, 5.912873e-01
474.00, 1.567100e+00, 5.991130e-01
475.00, 1.618500e+00, 6.200690e-01
476.00, 1.563100e+00, 6.001052e-01
477.00, 1.572400e+00, 6.049439e-01
478.00, 1.623000e+00, 6.257201e-01
479.00, 1.591600e+00, 6.148981e-01
480.00, 1.618100e+00, 6.264412e-01
481.00, 1.617700e+00, 6.275911e-01
482.00, 1.623600e+00, 6.311895e-01
483.00, 1.603800e+00, 6.247856e-01
484.00, 1.573400e+00, 6.142119e-01
485.00, 1.568300e+00, 6.134859e-01
486.00, 1.271600e+00, 4.984487e-01
487.00, 1.424100e+00, 5.593751e-01
488.00, 1.541300e+00, 6.066535e-01
489.00, 1.451900e+00, 5.726368e-01
490.00, 1.622400e+00, 6.411914e-01
491.00, 1.559500e+00, 6.175905e-01
492.00, 1.486900e+00, 5.900388e-01
493.00, 1.590300e+00, 6.323531e-01
494.00, 1.552500e+00, 6.185749e-01
495.00, 1.648500e+00, 6.581545e-01
496.00, 1.567600e+00, 6.271200e-01
497.00, 1.594400e+00, 6.391273e-01
498.00, 1.550900e+00, 6.229409e-01
499.00, 1.550700e+00, 6.241113e-01
500.00, 1.545100e+00, 6.231037e-01
501.00, 1.497800e+00, 6.052367e-01
502.00, 1.496600e+00, 6.059589e-01
503.00, 1.565300e+00, 6.350374e-01
504.00, 1.458700e+00, 5.929666e-01
505.00, 1.563500e+00, 6.368292e-01
506.00, 1.626400e+00, 6.637608e-01
507.00, 1.556000e+00, 6.362844e-01
508.00, 1.516500e+00, 6.213550e-01
509.00, 1.589300e+00, 6.524652e-01
510.00, 1.548100e+00, 6.367998e-01
511.00, 1.576900e+00, 6.499183e-01
512.00, 1.618600e+00, 6.684104e-01
513.00, 1.520600e+00, 6.291672e-01
514.00, 1.488500e+00, 6.170860e-01
515.00, 1.531400e+00, 6.361061e-01
516.00, 1.545500e+00, 6.432094e-01
517.00, 1.259400e+00, 5.251555e-01
518.00, 1.440300e+00, 6.017504e-01
519.00, 1.395700e+00, 5.842425e-01
520.00, 1.523600e+00, 6.390105e-01
521.00, 1.534600e+00, 6.448618e-01
522.00, 1.569000e+00, 6.605826e-01
523.00, 1.478900e+00, 6.238414e-01
524.00, 1.590500e+00, 6.722002e-01
525.00, 1.578100e+00, 6.682324e-01
526.00, 1.534100e+00, 6.508383e-01
527.00, 1.341700e+00, 5.702952e-01
528.00, 1.535700e+00, 6.539944e-01
529.00, 1.607100e+00, 6.856970e-01
530.00, 1.544600e+00, 6.602761e-01
531.00, 1.629200e+00, 6.977545e-01
532.00, 1.599800e+00, 6.864533e-01
533.00, 1.428600e+00, 6.141459e-01
534.00, 1.530200e+00, 6.590573e-01
535.00, 1.553500e+00, 6.703456e-01
536.00, 1.619900e+00, 7.003041e-01
537.00, 1.498900e+00, 6.492032e-01
538.00, 1.573800e+00, 6.829132e-01
539.00, 1.535200e+00, 6.674019e-01
540.00, 1.482500e+00, 6.456872e-01
541.00, 1.425100e+00, 6.218366e-01
542.00, 1.551100e+00, 6.780673e-01
543.00, 1.525600e+00, 6.681504e-01
544.00, 1.579200e+00, 6.928987e-01
545.00, 1.543500e+00, 6.784797e-01
546.00, 1.529100e+00, 6.733831e-01
547.00, 1.549000e+00, 6.833960e-01
548.00, 1.504900e+00, 6.651535e-01
549.00, 1.552000e+00, 6.872231e-01
550.00, 1.539900e+00, 6.831073e-01
551.00, 1.538200e+00, 6.835938e-01
552.00, 1.569700e+00, 6.988588e-01
553.00, 1.525000e+00, 6.801875e-01
554.00, 1.554900e+00, 6.947778e-01
555.00, 1.563400e+00, 6.998368e-01
556.00, 1.536600e+00, 6.890795e-01
557.00, 1.498800e+00, 6.733372e-01
558.00, 1.531000e+00, 6.890379e-01
559.00, 1.448300e+00, 6.529863e-01
560.00, 1.474000e+00, 6.657623e-01
561.00, 1.559500e+00, 7.056380e-01
562.00, 1.484700e+00, 6.729902e-01
563.00, 1.540800e+00, 6.996621e-01
564.00, 1.510600e+00, 6.871670e-01
565.00, 1.520100e+00, 6.927145e-01
566.00, 1.437400e+00, 6.561872e-01
567.00, 1.532000e+00, 7.006087e-01
568.00, 1.518000e+00, 6.954306e-01
569.00, 1.480700e+00, 6.795369e-01
570.00, 1.481600e+00, 6.811449e-01
571.00, 1.433100e+00, 6.600036e-01
572.00, 1.513400e+00, 6.982058e-01
573.00, 1.519800e+00, 7.023842e-01
574.00, 1.511900e+00, 6.999526e-01
575.00, 1.477700e+00, 6.853112e-01
576.00, 1.465400e+00, 6.807888e-01
577.00, 1.502300e+00, 6.991433e-01
578.00, 1.456000e+00, 6.787704e-01
579.00, 1.477000e+00, 6.897517e-01
580.00, 1.502000e+00, 7.026380e-01
581.00, 1.508900e+00, 7.070828e-01
582.00, 1.532000e+00, 7.191433e-01
583.00, 1.547900e+00, 7.278555e-01
584.00, 1.544800e+00, 7.276438e-01
585.00, 1.532400e+00, 7.230390e-01
586.00, 1.495300e+00, 7.067400e-01
587.00, 1.528100e+00, 7.234751e-01
588.00, 1.493400e+00, 7.082510e-01
589.00, 1.289400e+00, 6.125431e-01
590.00, 1.370900e+00, 6.523663e-01
591.00, 1.466200e+00, 6.988990e-01
592.00, 1.435400e+00, 6.853751e-01
593.00, 1.456100e+00, 6.964334e-01
594.00, 1.449100e+00, 6.942542e-01
595.00, 1.430800e+00, 6.866408e-01
596.00, 1.474500e+00, 7.088017e-01
597.00, 1.478800e+00, 7.120615e-01
598.00, 1.460700e+00, 7.045242e-01
599.00, 1.460600e+00, 7.056540e-01
600.00, 1.475300e+00, 7.139459e-01
601.00, 1.457900e+00, 7.067013e-01
602.00, 1.436000e+00, 6.972438e-01
603.00, 1.466400e+00, 7.131871e-01
604.00, 1.492100e+00, 7.268898e-01
605.00, 1.489500e+00, 7.268245e-01
606.00, 1.482200e+00, 7.244579e-01
607.00, 1.491100e+00, 7.300106e-01
608.00, 1.486200e+00, 7.288104e-01
609.00, 1.474900e+00, 7.244586e-01
610.00, 1.468600e+00, 7.225486e-01
611.00, 1.461100e+00, 7.200371e-01
612.00, 1.483100e+00, 7.320750e-01
613.00, 1.462100e+00, 7.228884e-01
614.00, 1.417600e+00, 7.020302e-01
615.00, 1.469700e+00, 7.290168e-01
616.00, 1.431000e+00, 7.109745e-01
617.00, 1.412800e+00, 7.030716e-01
618.00, 1.466400e+00, 7.309280e-01
619.00, 1.473300e+00, 7.355557e-01
620.00, 1.473900e+00, 7.370440e-01
621.00, 1.480200e+00, 7.413883e-01
622.00, 1.426900e+00, 7.158427e-01
623.00, 1.416500e+00, 7.117678e-01
624.00, 1.411800e+00, 7.105448e-01
625.00, 1.402600e+00, 7.070458e-01
626.00, 1.401200e+00, 7.074702e-01
627.00, 1.441700e+00, 7.290816e-01
628.00, 1.363100e+00, 6.904322e-01
629.00, 1.411400e+00, 7.160353e-01
630.00, 1.392400e+00, 7.075193e-01
631.00, 1.416100e+00, 7.207041e-01
632.00, 1.363800e+00, 6.951867e-01
633.00, 1.450800e+00, 7.407045e-01
634.00, 1.428400e+00, 7.304202e-01
635.00, 1.445800e+00, 7.404839e-01
636.00, 1.412800e+00, 7.247221e-01
637.00, 1.461000e+00, 7.506256e-01
638.00, 1.470700e+00, 7.567954e-01
639.00, 1.464600e+00, 7.548377e-01
640.00, 1.434000e+00, 7.402234e-01
641.00, 1.434800e+00, 7.417936e-01
642.00, 1.437600e+00, 7.444007e-01
643.00, 1.452500e+00, 7.532876e-01
644.00, 1.446200e+00, 7.511868e-01
645.00, 1.456700e+00, 7.578156e-01
646.00, 1.415000e+00, 7.372634e-01
647.00, 1.408600e+00, 7.350649e-01
648.00, 1.395200e+00, 7.291975e-01
649.00, 1.351900e+00, 7.076573e-01
650.00, 1.359400e+00, 7.126796e-01
651.00, 1.444700e+00, 7.585642e-01
652.00, 1.387100e+00, 7.294392e-01
653.00, 1.431100e+00, 7.537318e-01
654.00, 1.415300e+00, 7.465518e-01
655.00, 1.349900e+00, 7.131430e-01
656.00, 1.185100e+00, 6.270361e-01
657.00, 1.239300e+00, 6.567129e-01
658.00, 1.385500e+00, 7.353026e-01
659.00, 1.390500e+00, 7.390777e-01
660.00, 1.399200e+00, 7.448305e-01
661.00, 1.393300e+00, 7.428135e-01
662.00, 1.381900e+00, 7.378504e-01
663.00, 1.384400e+00, 7.403018e-01
664.00, 1.396700e+00, 7.480057e-01
665.00, 1.421400e+00, 7.623803e-01
666.00, 1.420300e+00, 7.629358e-01
667.00, 1.410200e+00, 7.586479e-01
668.00, 1.415000e+00, 7.623714e-01
669.00, 1.439400e+00, 7.766786e-01
670.00, 1.419600e+00, 7.671398e-01
671.00, 1.416900e+00, 7.668235e-01
672.00, 1.397200e+00, 7.572888e-01
673.00, 1.409400e+00, 7.650380e-01
674.00, 1.407400e+00, 7.650876e-01
675.00, 1.395800e+00, 7.599074e-01
676.00, 1.412000e+00, 7.698659e-01
677.00, 1.399100e+00, 7.639609e-01
678.00, 1.406600e+00, 7.691907e-01
679.00, 1.394700e+00, 7.638081e-01
680.00, 1.396900e+00, 7.661396e-01
681.00, 1.391500e+00, 7.643003e-01
682.00, 1.398100e+00, 7.690531e-01
683.00, 1.383000e+00, 7.618625e-01
684.00, 1.373900e+00, 7.579576e-01
685.00, 1.374800e+00, 7.595630e-01
686.00, 1.343800e+00, 7.435197e-01
687.00, 9.682400e-01, 5.365046e-01
688.00, 1.120600e+00, 6.218316e-01
689.00, 1.127800e+00, 6.267365e-01
690.00, 1.182100e+00, 6.578653e-01
691.00, 1.233300e+00, 6.873540e-01
692.00, 1.268900e+00, 7.082184e-01
693.00, 1.260900e+00, 7.047703e-01
694.00, 1.246400e+00, 6.976709e-01
695.00, 1.271400e+00, 7.126901e-01
696.00, 1.268400e+00, 7.120314e-01
697.00, 1.340300e+00, 7.534744e-01
698.00, 1.319200e+00, 7.426766e-01
699.00, 1.291800e+00, 7.282930e-01
700.00, 1.282300e+00, 7.239714e-01
701.00, 1.265900e+00, 7.157331e-01
702.00, 1.267400e+00, 7.176034e-01
703.00, 1.274700e+00, 7.227648e-01
704.00, 1.307800e+00, 7.425876e-01
705.00, 1.321400e+00, 7.513757e-01
706.00, 1.314400e+00, 7.484554e-01
707.00, 1.309000e+00, 7.464363e-01
708.00, 1.304800e+00, 7.450937e-01
709.00, 1.309500e+00, 7.488338e-01
710.00, 1.317500e+00, 7.544712e-01
711.00, 1.315500e+00, 7.543869e-01
712.00, 1.307100e+00, 7.506241e-01
713.00, 1.291800e+00, 7.428797e-01
714.00, 1.302900e+00, 7.503139e-01
715.00, 1.258700e+00, 7.258752e-01
716.00, 1.271600e+00, 7.343401e-01
717.00, 1.107100e+00, 6.402354e-01
718.00, 1.029600e+00, 5.962476e-01
719.00, 9.231800e-01, 5.353638e-01
720.00, 9.855000e-01, 5.722988e-01
721.00, 1.086100e+00, 6.315951e-01
722.00, 1.240700e+00, 7.224997e-01
723.00, 1.144400e+00, 6.673441e-01
724.00, 1.055500e+00, 6.163544e-01
725.00, 1.038000e+00, 6.069726e-01
726.00, 1.081300e+00, 6.331645e-01
727.00, 1.085000e+00, 6.362061e-01
728.00, 1.040000e+00, 6.106585e-01
729.00, 1.046600e+00, 6.153780e-01
730.00, 1.128500e+00, 6.644436e-01
731.00, 1.070300e+00, 6.310396e-01
732.00, 1.153400e+00, 6.809649e-01
733.00, 1.196200e+00, 7.071987e-01
734.00, 1.235700e+00, 7.315480e-01
735.00, 1.217800e+00, 7.219332e-01
736.00, 1.205900e+00, 7.158513e-01
737.00, 1.203900e+00, 7.156351e-01
738.00, 1.226900e+00, 7.302965e-01
739.00, 1.190500e+00, 7.095901e-01
740.00, 1.219500e+00, 7.278589e-01
741.00, 1.214800e+00, 7.260336e-01
742.00, 1.215300e+00, 7.273126e-01
743.00, 1.240500e+00, 7.433944e-01
744.00, 1.250300e+00, 7.502757e-01
745.00, 1.249700e+00, 7.509236e-01
746.00, 1.247000e+00, 7.503070e-01
747.00, 1.247700e+00, 7.517345e-01
748.00, 1.240100e+00, 7.481557e-01
749.00, 1.235700e+00, 7.464979e-01
750.00, 1.234100e+00, 7.465267e-01
751.00, 1.228600e+00, 7.441905e-01
752.00, 1.233000e+00, 7.478502e-01
753.00, 1.226600e+00, 7.449577e-01
754.00, 1.242000e+00, 7.553124e-01
755.00, 1.238300e+00, 7.540611e-01
756.00, 1.223200e+00, 7.458525e-01
757.00, 1.222100e+00, 7.461675e-01
758.00, 1.229500e+00, 7.516773e-01
759.00, 1.194500e+00, 7.312428e-01
760.00, 2.660400e-01, 1.630776e-01
761.00, 1.539600e-01, 9.449879e-02
762.00, 6.876600e-01, 4.226321e-01
763.00, 3.795200e-01, 2.335570e-01
764.00, 5.387800e-01, 3.320003e-01
765.00, 6.860100e-01, 4.232779e-01
766.00, 8.146100e-01, 5.032829e-01
767.00, 9.741700e-01, 6.026481e-01
768.00, 1.113800e+00, 6.899254e-01
769.00, 1.127800e+00, 6.995071e-01
770.00, 1.160800e+00, 7.209113e-01
771.00, 1.168600e+00, 7.266980e-01
772.00, 1.177800e+00, 7.333690e-01
773.00, 1.177100e+00, 7.338825e-01
774.00, 1.177100e+00, 7.348319e-01
775.00, 1.177100e+00, 7.357813e-01
776.00, 1.179800e+00, 7.384206e-01
777.00, 1.172700e+00, 7.349227e-01
778.00, 1.171300e+00, 7.349900e-01
779.00, 1.176500e+00, 7.392019e-01
780.00, 1.163600e+00, 7.320353e-01
781.00, 1.160700e+00, 7.311470e-01
782.00, 1.166200e+00, 7.355522e-01
783.00, 1.161400e+00, 7.334614e-01
784.00, 1.153600e+00, 7.294659e-01
785.00, 1.158600e+00, 7.335621e-01
786.00, 1.159200e+00, 7.348769e-01
787.00, 1.145000e+00, 7.267983e-01
788.00, 1.130500e+00, 7.185061e-01
789.00, 1.125700e+00, 7.163634e-01
790.00, 1.091000e+00, 6.951612e-01
791.00, 1.105800e+00, 7.054834e-01
792.00, 1.095300e+00, 6.996679e-01
793.00, 1.087500e+00, 6.955625e-01
794.00, 1.097200e+00, 7.026515e-01
795.00, 1.093200e+00, 7.009716e-01
796.00, 1.074200e+00, 6.896550e-01
797.00, 1.091300e+00, 7.015137e-01
798.00, 1.112100e+00, 7.157814e-01
799.00, 1.090500e+00, 7.027586e-01
800.00, 1.072500e+00, 6.920237e-01
801.00, 1.084300e+00, 7.005122e-01
802.00, 1.085600e+00, 7.022276e-01
803.00, 1.065700e+00, 6.902147e-01
804.00, 1.078200e+00, 6.991801e-01
805.00, 1.054500e+00, 6.846619e-01
806.00, 1.097400e+00, 7.134010e-01
807.00, 1.085900e+00, 7.068009e-01
808.00, 1.082100e+00, 7.052003e-01
809.00, 1.054800e+00, 6.882597e-01
810.00, 1.055900e+00, 6.898291e-01
811.00, 1.053300e+00, 6.889800e-01
812.00, 1.026800e+00, 6.724741e-01
813.00, 1.008600e+00, 6.613681e-01
814.00, 9.035600e-01, 5.932191e-01
815.00, 8.952300e-01, 5.884722e-01
816.00, 8.321600e-01, 5.476848e-01
817.00, 8.518300e-01, 5.613176e-01
818.00, 8.225900e-01, 5.427133e-01
819.00, 9.051900e-01, 5.979396e-01
820.00, 8.618800e-01, 5.700256e-01
821.00, 9.976400e-01, 6.606185e-01
822.00, 9.515700e-01, 6.308793e-01
823.00, 6.727100e-01, 4.465411e-01
824.00, 9.350600e-01, 6.214417e-01
825.00, 9.693500e-01, 6.450127e-01
826.00, 9.338100e-01, 6.221173e-01
827.00, 9.846500e-01, 6.567818e-01
828.00, 8.497900e-01, 5.675128e-01
829.00, 9.293000e-01, 6.213613e-01
830.00, 9.160100e-01, 6.132139e-01
831.00, 9.239200e-01, 6.192544e-01
832.00, 8.942600e-01, 6.000961e-01
833.00, 9.565000e-01, 6.426340e-01
834.00, 9.341200e-01, 6.283512e-01
835.00, 1.003200e+00, 6.756281e-01
836.00, 9.723400e-01, 6.556290e-01
837.00, 1.009200e+00, 6.812969e-01
838.00, 9.990100e-01, 6.752235e-01
839.00, 1.001300e+00, 6.775789e-01
840.00, 1.015700e+00, 6.881426e-01
841.00, 1.010100e+00, 6.851633e-01
842.00, 9.970300e-01, 6.771019e-01
843.00, 1.005300e+00, 6.835290e-01
844.00, 9.863100e-01, 6.714128e-01
845.00, 1.016500e+00, 6.927839e-01
846.00, 1.018700e+00, 6.951049e-01
847.00, 9.917000e-01, 6.774815e-01
848.00, 9.921700e-01, 6.786028e-01
849.00, 9.859600e-01, 6.751506e-01
850.00, 8.937200e-01, 6.127088e-01
851.00, 9.749300e-01, 6.691704e-01
852.00, 9.692700e-01, 6.660672e-01
853.00, 9.648600e-01, 6.638150e-01
854.00, 8.511200e-01, 5.862493e-01
855.00, 9.130000e-01, 6.296085e-01
856.00, 9.731700e-01, 6.718869e-01
857.00, 9.916600e-01, 6.854524e-01
858.00, 9.919600e-01, 6.864599e-01
859.00, 9.917100e-01, 6.870867e-01
860.00, 9.881600e-01, 6.854242e-01
861.00, 9.867900e-01, 6.852698e-01
862.00, 9.944900e-01, 6.914191e-01
863.00, 1.000500e+00, 6.964045e-01
864.00, 9.791600e-01, 6.823404e-01
865.00, 9.632400e-01, 6.720233e-01
866.00, 8.490000e-01, 5.930063e-01
867.00, 9.154600e-01, 6.401654e-01
868.00, 9.592000e-01, 6.715256e-01
869.00, 9.495600e-01, 6.655426e-01
870.00, 9.675500e-01, 6.789321e-01
871.00, 9.538700e-01, 6.701022e-01
872.00, 9.668600e-01, 6.800076e-01
873.00, 9.572100e-01, 6.739927e-01
874.00, 9.404200e-01, 6.629290e-01
875.00, 9.268700e-01, 6.541247e-01
876.00, 9.527700e-01, 6.731717e-01
877.00, 9.561500e-01, 6.763310e-01
878.00, 9.523700e-01, 6.744254e-01
879.00, 9.365600e-01, 6.639849e-01
880.00, 9.395700e-01, 6.668767e-01
881.00, 9.086100e-01, 6.456351e-01
882.00, 9.324500e-01, 6.633273e-01
883.00, 9.292700e-01, 6.618146e-01
884.00, 9.330500e-01, 6.652592e-01
885.00, 9.442300e-01, 6.739920e-01
886.00, 9.075200e-01, 6.485204e-01
887.00, 9.106200e-01, 6.514701e-01
888.00, 9.222800e-01, 6.605557e-01
889.00, 9.345500e-01, 6.700975e-01
890.00, 9.239300e-01, 6.632279e-01
891.00, 9.258400e-01, 6.653457e-01
892.00, 9.088100e-01, 6.538403e-01
893.00, 8.732700e-01, 6.289755e-01
894.00, 8.513000e-01, 6.138381e-01
895.00, 8.135700e-01, 5.872887e-01
896.00, 7.625300e-01, 5.510597e-01
897.00, 6.656600e-01, 4.815913e-01
898.00, 7.178000e-01, 5.198924e-01
899.00, 5.487100e-01, 3.978655e-01
900.00, 7.426000e-01, 5.390526e-01
901.00, 5.993300e-01, 4.355365e-01
902.00, 6.679100e-01, 4.859126e-01
903.00, 6.888900e-01, 5.017315e-01
904.00, 8.445700e-01, 6.157973e-01
905.00, 8.170900e-01, 5.964200e-01
906.00, 7.755800e-01, 5.667460e-01
907.00, 6.385400e-01, 4.671207e-01
908.00, 6.521700e-01, 4.776176e-01
909.00, 7.043100e-01, 5.163705e-01
910.00, 6.246700e-01, 4.584856e-01
911.00, 6.680800e-01, 4.908859e-01
912.00, 6.889300e-01, 5.067615e-01
913.00, 6.283400e-01, 4.626997e-01
914.00, 6.264900e-01, 4.618427e-01
915.00, 6.783600e-01, 5.006279e-01
916.00, 5.764600e-01, 4.258909e-01
917.00, 7.301700e-01, 5.400414e-01
918.00, 5.927100e-01, 4.388526e-01
919.00, 7.387700e-01, 5.475937e-01
920.00, 7.441400e-01, 5.521743e-01
921.00, 7.804900e-01, 5.797766e-01
922.00, 7.002600e-01, 5.207436e-01
923.00, 7.450400e-01, 5.546449e-01
924.00, 7.215000e-01, 5.377024e-01
925.00, 7.111000e-01, 5.305253e-01
926.00, 7.033100e-01, 5.252807e-01
927.00, 7.874200e-01, 5.887350e-01
928.00, 5.896800e-01, 4.413652e-01
929.00, 5.512700e-01, 4.130606e-01
930.00, 4.321000e-01, 3.241163e-01
931.00, 4.092100e-01, 3.072767e-01
932.00, 3.008600e-01, 2.261591e-01
933.00, 2.484100e-01, 1.869323e-01
934.00, 1.438000e-01, 1.083277e-01
935.00, 2.508400e-01, 1.891656e-01
936.00, 1.614200e-01, 1.218616e-01
937.00, 1.633800e-01, 1.234731e-01
938.00, 2.005800e-01, 1.517484e-01
939.00, 3.988700e-01, 3.020860e-01
940.00, 4.718100e-01, 3.577080e-01
941.00, 3.719500e-01, 2.822981e-01
942.00, 4.053200e-01, 3.079517e-01
943.00, 2.783400e-01, 2.117001e-01
944.00, 2.857900e-01, 2.175969e-01
945.00, 3.682100e-01, 2.806474e-01
946.00, 1.946100e-01, 1.484875e-01
947.00, 3.711200e-01, 2.834641e-01
948.00, 2.742300e-01, 2.096800e-01
949.00, 4.939600e-01, 3.780870e-01
950.00, 1.472600e-01, 1.128346e-01
951.00, 4.837800e-01, 3.710754e-01
952.00, 2.689100e-01, 2.064798e-01
953.00, 3.436200e-01, 2.641223e-01
954.00, 4.241100e-01, 3.263327e-01
955.00, 3.411700e-01, 2.627894e-01
956.00, 3.282100e-01, 2.530716e-01
957.00, 2.706700e-01, 2.089228e-01
958.00, 4.610100e-01, 3.562128e-01
959.00, 3.738500e-01, 2.891676e-01
960.00, 4.206600e-01, 3.257138e-01
961.00, 4.612000e-01, 3.574756e-01
962.00, 4.417400e-01, 3.427485e-01
963.00, 5.050300e-01, 3.922628e-01
964.00, 4.586000e-01, 3.565700e-01
965.00, 5.037400e-01, 3.920735e-01
966.00, 5.027500e-01, 3.917084e-01
967.00, 5.024000e-01, 3.918409e-01
968.00, 6.521000e-01, 5.091236e-01
969.00, 6.862200e-01, 5.363161e-01
970.00, 6.346100e-01, 4.964921e-01
971.00, 7.139700e-01, 5.591559e-01
972.00, 6.876500e-01, 5.390976e-01
973.00, 6.064800e-01, 4.759519e-01
974.00, 5.752900e-01, 4.519386e-01
975.00, 5.898700e-01, 4.638682e-01
976.00, 5.719100e-01, 4.502059e-01
977.00, 6.386400e-01, 5.032507e-01
978.00, 6.150900e-01, 4.851893e-01
979.00, 6.381500e-01, 5.038940e-01
980.00, 6.046800e-01, 4.779532e-01
981.00, 7.133800e-01, 5.644476e-01
982.00, 6.921800e-01, 5.482318e-01
983.00, 6.686500e-01, 5.301345e-01
984.00, 7.373200e-01, 5.851737e-01
985.00, 6.881700e-01, 5.467209e-01
986.00, 7.508300e-01, 5.971071e-01
987.00, 7.392800e-01, 5.885181e-01
988.00, 7.346200e-01, 5.854009e-01
989.00, 7.490600e-01, 5.975120e-01
990.00, 7.322700e-01, 5.847095e-01
991.00, 7.535800e-01, 6.023331e-01
992.00, 7.510200e-01, 6.008926e-01
993.00, 7.372800e-01, 5.904939e-01
994.00, 7.541000e-01, 6.045734e-01
995.00, 7.517600e-01, 6.033037e-01
996.00, 7.488400e-01, 6.015643e-01
997.00, 7.397100e-01, 5.948266e-01
998.00, 7.388700e-01, 5.947470e-01
999.00, 7.385700e-01, 5.951012e-01
1000.00, 7.353200e-01, 5.930756e-01
1001.00, 7.444200e-01, 6.010157e-01
1002.00, 7.280500e-01, 5.883864e-01
1003.00, 7.344200e-01, 5.941268e-01
1004.00, 7.233600e-01, 5.857630e-01
1005.00, 6.817400e-01, 5.526097e-01
1006.00, 7.125200e-01, 5.781343e-01
1007.00, 7.275300e-01, 5.909001e-01
1008.00, 7.268500e-01, 5.909341e-01
1009.00, 7.197200e-01, 5.857178e-01
1010.00, 7.191400e-01, 5.858258e-01
1011.00, 7.227800e-01, 5.893740e-01
1012.00, 7.187700e-01, 5.866839e-01
1013.00, 7.176100e-01, 5.863158e-01
1014.00, 7.206800e-01, 5.894054e-01
1015.00, 7.081700e-01, 5.797453e-01
1016.00, 7.112900e-01, 5.828732e-01
1017.00, 7.033700e-01, 5.769504e-01
1018.00, 7.142200e-01, 5.864264e-01
1019.00, 6.887800e-01, 5.660938e-01
1020.00, 6.989600e-01, 5.750243e-01
1021.00, 7.017500e-01, 5.778856e-01
1022.00, 6.897000e-01, 5.685188e-01
1023.00, 6.950800e-01, 5.735141e-01
1024.00, 6.905800e-01, 5.703582e-01
1025.00, 6.975300e-01, 5.766608e-01
